quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,reasoning,current_state,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
And this would be only the beginning of the unsettled conditions which would disturb the citizenship and business of this state for a quarter of a century.,general_business,worsen,na,na,vague,assertive,journalist,na,regional,False,na,na,mixed,/service/ndnp/txdn/batch_txdn_canada_ver02/data/sn88084272/00294553526/1911071901/0033.xml,1911-07-19,"el paso herald (el paso, tex.) 1901-1931",full_page,worsen,,,,False,scope=regional (not US national),,
Industrial Depression Would Follow Statewide Prohibition.,general_business,worsen,na,na,vague,assertive,journalist,na,regional,False,na,na,na,/service/ndnp/txdn/batch_txdn_canada_ver02/data/sn88084272/00294553526/1911071901/0033.xml,1911-07-19,"el paso herald (el paso, tex.) 1901-1931",full_page,worsen,,,,False,scope=regional (not US national),,
"Therefore, this attitude means simply that Texas is to be disturbed critically for many years to come without in the least affecting the consumption of liquor in this State.",general_business,worsen,na,na,vague,assertive,journalist,na,regional,False,na,na,mixed,/service/ndnp/txdn/batch_txdn_canada_ver02/data/sn88084272/00294553526/1911071901/0033.xml,1911-07-19,"el paso herald (el paso, tex.) 1901-1931",full_page,worsen,,,,False,scope=regional (not US national),,
"If theproperty valuation were not raised then the rate of taxation would have to be increased from 4 cents to approximately 6 1/5 cents on the $100 valuation, or an increase of 55 per cent.",prices,worsen,up,na,vague,assertive,journalist,na,regional,False,property valuation not raised,need revenue to cover deficit,bad,/service/ndnp/txdn/batch_txdn_canada_ver02/data/sn88084272/00294553526/1911071901/0033.xml,1911-07-19,"el paso herald (el paso, tex.) 1901-1931",full_page,up,,,,False,scope=regional (not US national),,
Severe Blow Would Hit Texas Cities,general_business,worsen,na,na,vague,assertive,journalist,na,regional,False,na,na,na,/service/ndnp/txdn/batch_txdn_canada_ver02/data/sn88084272/00294553526/1911071901/0033.xml,1911-07-19,"el paso herald (el paso, tex.) 1901-1931",full_page,worsen,,,,False,scope=regional (not US national),,
prices probably will seek lower levels during the present week.,prices,worsen,down,na,vague,hedged,journalist,na,national,False,na,na,mixed,/service/ndnp/au/batch_au_andrews_ver01/data/sn84020645/00513683911/1911073001/0397.xml,1911-07-30,"the montgomery advertiser (montgomery, ala.) 1885-1982",full_page,down,,no CPI before 1913 / outside coverage,,False,no CPI before 1913 / outside coverage,6.0,inferred_short
"some big cotton houses are now predicting that the yield this year will go as high as between 16,000,000 and 17,000,000 bales, although general opinion is that it will not exceed 16,006,000 bales.",other,improve,na,na,vague,hedged,expert,na,industry,False,na,na,mixed,/service/ndnp/au/batch_au_andrews_ver01/data/sn84020645/00513683911/1911073001/0397.xml,1911-07-30,"the montgomery advertiser (montgomery, ala.) 1885-1982",full_page,improve,,,,False,scope=industry (not US national),,
anything under 13 cents for next year's crop would be looked upon as unfortunate for the people as a whole.,prices,improve,up,na,vague,hedged,journalist,na,national,False,na,na,mixed,/service/ndnp/au/batch_au_huie_ver01/data/sn85038485/00340584016/1911080601/0604.xml,1911-08-06,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,up,,no CPI before 1913 / outside coverage,,False,no CPI before 1913 / outside coverage,12.0,default
"If the President would veto the first tariff bill that might be presented for his signature, ... expectations of a grand and glorious business revival ... be abandoned.",general_business,worsen,na,na,vague,hedged,journalist,na,national,False,president vetoes tariff bill,tariff uncertainty hampers revival,bad,/service/ndnp/au/batch_au_huie_ver01/data/sn85038485/00340584016/1911080601/0604.xml,1911-08-06,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,worsen,improve,NBER,0.0,True,,12.0,default
"There are signs of a general improvement in business conditions, and more confidence is being shown by merchants in 'future prospects? As a whole.trade has not been so quiet 'as would appear from a superficial view of the situation. The volume of business so far transacted this year exceeds that for the, same period in 1910. Whatever dark spots are on the commercial horizon are compensated for by bright spots in other directions, and there is no reason to apprehend that the year as a whole will be below the normal, though the extreme optimistic expectations fostered earlier in the season may not be fulfilled.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,higher volume of business indicates improvement,mixed,/service/ndnp/wa/batch_wa_dogwood_ver01/data/sn88085190/00211107984/1911082501/0339.xml,1911-08-25,"the san juan islander (friday harbor, wash.) 1898-1914",full_page,improve,improve,NBER,1.0,True,,12.0,default
"Apples are commanding the highest price since 1908, and many growers are refusing the price now offered, confident that later in the season the demand will raise quotations to the highest figures ever received.",prices,improve,up,na,vague,assertive,layperson,na,regional,False,na,expected increase in demand,good,/service/ndnp/wa/batch_wa_dogwood_ver01/data/sn88085190/00211107984/1911082501/0339.xml,1911-08-25,"the san juan islander (friday harbor, wash.) 1898-1914",full_page,up,,,,False,scope=regional (not US national),,
"The wheat harvest in the Big Bend is expected to yield 2,500,000 bushels.",industry,improve,na,na,vague,assertive,journalist,na,regional,False,na,forecasted harvest size,na,/service/ndnp/wa/batch_wa_dogwood_ver01/data/sn88085190/00211107984/1911082501/0339.xml,1911-08-25,"the san juan islander (friday harbor, wash.) 1898-1914",full_page,improve,,,,False,scope=regional (not US national),,
business conditions should soon adjust themselves to their normal condition.,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,na,bad,/service/ndnp/nvln/batch_nvln_deeth_ver01/data/sn86076247/00332890438/1911082601/0397.xml,1911-08-26,"the silver state (winnemucca, nev.) 1909-1925",full_page,improve,worsen,NBER,0.0,True,,6.0,inferred_short
"Should the rule hold good this year, it is not likely that the business of the country will again be in full swing until early in 1913.",general_business,improve,na,na,vague,hedged,journalist,na,national,False,rule hold good this year,business curtailing before election,bad,/service/ndnp/nvln/batch_nvln_deeth_ver01/data/sn86076247/00332890438/1911082601/0397.xml,1911-08-26,"the silver state (winnemucca, nev.) 1909-1925",full_page,improve,improve,NBER,1.0,True,,12.0,default
"Cornelius Vanderbilt, who left on board the Kronprinzessin Cecilie. is anything but gloomy over the business outlook in the United States.",general_business,improve,na,na,vague,assertive,expert,Cornelius Vanderbilt,national,True,na,na,bad,/service/ndnp/dlc/batch_dlc_martian_ver02/data/sn83045462/00280657931/1911090701/0154.xml,1911-09-07,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,NBER,1.0,True,,12.0,default
"Geological Survey ... shall make the United States independent of ""any importation of potash"" as the official statement phrases it.",other,improve,na,na,vague,assertive,expert,Geological Survey,national,True,na,search for potash deposits,bad,/service/ndnp/dlc/batch_dlc_martian_ver02/data/sn83045462/00280657931/1911090701/0154.xml,1911-09-07,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,NBER,1.0,True,,12.0,default
"The actual volumo of business con tinues below producing capacity, ami such Improvement as Is In evidence Is slow; yet tho trend Is unquestionably for tho better, and the movement promises to quicken as the crops approach nearer to harvest.",general_business,improve,na,na,vague,assertive,expert,na,national,False,na,crops approaching harvest,bad,/service/ndnp/hihouml/batch_hihouml_ecru_ver01/data/sn82015415/00237285979/1911071001/0762.xml,1911-07-10,the hawaiian star (honolulu [oahu]) 1893-1912,full_page,improve,worsen,NBER,0.0,True,,12.0,default
"An event of tho week was a most favorable state ment from tho chairman of the leading steel producer whose percentage of output has recently increased; a turn for tho better in this trade at this time, even If small, Is most notable.",industry,improve,na,na,vague,assertive,expert,chairman of the leading steel producer,national,True,na,output recently increased,mixed,/service/ndnp/hihouml/batch_hihouml_ecru_ver01/data/sn82015415/00237285979/1911071001/0762.xml,1911-07-10,the hawaiian star (honolulu [oahu]) 1893-1912,full_page,improve,,topic 'industry' has no ground-truth series,,False,topic 'industry' has no ground-truth series,6.0,inferred_short
The rubber market... there is not much promise in sight for improvement.,markets,worsen,na,na,vague,hedged,journalist,na,national,False,na,"large stocks held, concessions made",mixed,/service/ndnp/hihouml/batch_hihouml_ecru_ver01/data/sn82015415/00237285979/1911071001/0762.xml,1911-07-10,the hawaiian star (honolulu [oahu]) 1893-1912,full_page,worsen,worsen,NBER,1.0,True,,12.0,default
"Hawaii leads tho non-contiguous territories in shipments of merchandise to the United States... will exceed $200,000,000, as against $100,000,000 in 1904.",markets,improve,na,na,vague,assertive,official,na,regional,False,na,increased shipments,mixed,/service/ndnp/hihouml/batch_hihouml_ecru_ver01/data/sn82015415/00237285979/1911071001/0762.xml,1911-07-10,the hawaiian star (honolulu [oahu]) 1893-1912,full_page,improve,,,,False,scope=regional (not US national),,
"Shipments from Porto Rico show a large increase, a total of $37,000,000 being the probable amount for 1911, against $32,000,000 last year.",markets,improve,na,na,12,assertive,official,na,foreign,False,na,larger shipments,mixed,/service/ndnp/hihouml/batch_hihouml_ecru_ver01/data/sn82015415/00237285979/1911071001/0762.xml,1911-07-10,the hawaiian star (honolulu [oahu]) 1893-1912,full_page,improve,,,,False,scope=foreign (not US national),,
"Receipts of gold from Alaska will aggregate about $15,000,000, compared with $18,500,000 in 1910.",prices,worsen,down,na,12,assertive,official,na,foreign,False,na,decline from previous year,mixed,/service/ndnp/hihouml/batch_hihouml_ecru_ver01/data/sn82015415/00237285979/1911071001/0762.xml,1911-07-10,the hawaiian star (honolulu [oahu]) 1893-1912,full_page,down,,,,False,scope=foreign (not US national),,
"""I am expecting a most gratifying and satisfactory trade this fall. Every business indication is such as to lead one to expect a season of trade that will be all that the merchant and business man can desire.""",general_business,improve,na,na,6,assertive,expert,Charles L. Ansley,regional,True,na,business indications,good,/service/ndnp/gu/batch_gu_bootes_ver01/data/sn89053204/00393344210/1911080601/0241.xml,1911-08-06,"americus times-recorder (americus, ga.;[americus, ga.?]) 1891-current",full_page,improve,,,,False,scope=regional (not US national),,
"""All merchants and business men here are expecting prosperous fall and winter seasons.""",general_business,improve,na,na,12,assertive,layperson,na,regional,False,na,na,good,/service/ndnp/gu/batch_gu_bootes_ver01/data/sn89053204/00393344210/1911080601/0241.xml,1911-08-06,"americus times-recorder (americus, ga.;[americus, ga.?]) 1891-current",full_page,improve,,,,False,scope=regional (not US national),,
"""Fully a hundred bales, it is reported, will be marketed in Americus this week.""",markets,improve,na,na,vague,hedged,journalist,na,regional,False,na,na,na,/service/ndnp/gu/batch_gu_bootes_ver01/data/sn89053204/00393344210/1911080601/0241.xml,1911-08-06,"americus times-recorder (americus, ga.;[americus, ga.?]) 1891-current",full_page,improve,,,,False,scope=regional (not US national),,
there wilt be the best live stock show this year that has ever been seen.,industry,improve,na,na,vague,assertive,expert,Captain French,regional,True,na,more applications for pens and stalls than previous years,good,/service/ndnp/txdn/batch_txdn_krum_ver01/data/sn85060004/00517175547/1911102601/1005.xml,1911-10-26,"san antonio light (san antonio, tex.) 1911-1993",full_page,improve,,,,False,scope=regional (not US national),,
The business outlook is taking on increased momentum and fall trading is as lively as in many years is expected to reward the patience of both farmer and merchant.,general_business,improve,na,na,vague,hedged,journalist,na,regional,False,na,increased momentum,mixed,/service/ndnp/kyu/batch_kyu_gold_ver01/data/sn86069873/00280763044/1911091901/0199.xml,1911-09-19,"the bourbon news (paris, ky.) 1895-19??",full_page,improve,,,,False,scope=regional (not US national),,
livestock will fare much better than was indicated three weeks ago when the earth was parched and vegetation blighted from a lack of moisture.,other,improve,na,na,vague,assertive,journalist,na,regional,False,na,improved moisture,bad,/service/ndnp/kyu/batch_kyu_gold_ver01/data/sn86069873/00280763044/1911091901/0199.xml,1911-09-19,"the bourbon news (paris, ky.) 1895-19??",full_page,improve,,,,False,scope=regional (not US national),,
"""let me make you a prophecy,'' he continued. ""I want to predict that about the time of the next general election the effect of reciprocity so far as the business of the farmer is concerned. It will be so slight that It will form no considerable part, or maybe none at all.""",general_business,improve,na,na,vague,assertive,expert,President Taft,national,True,next general election,reciprocity impact expected to be minimal,mixed,/service/ndnp/au/batch_au_huie_ver01/data/sn85038485/00340584028/1911092201/0340.xml,1911-09-22,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,improve,NBER,1.0,True,,12.0,default
At the same rate of Increase as at present he predicted that this nation in the year 2000 would number two billions of people and its total wealth would be three trillions of dollars.,general_business,improve,up,down,vague,assertive,expert,Speaker Clark,national,True,na,continuing rate of increase,mixed,/service/ndnp/au/batch_au_huie_ver01/data/sn85038485/00340584028/1911092201/0340.xml,1911-09-22,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,improve,NBER,1.0,True,,12.0,default
It is feared that the salaries of the metropolitan officers will be suspended.,prices,worsen,down,na,vague,hedged,journalist,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_american_ver01/data/sn84026749/00294557660/1911102201/0178.xml,1911-10-22,the washington times (washington [d.c.]) 1902-1939,full_page,down,,no CPI before 1913 / outside coverage,,False,no CPI before 1913 / outside coverage,12.0,default
Crops will be up to the average the state over and indications are that the state’s chief products will command unusually high prices.,prices,improve,up,na,vague,hedged,expert,na,regional,False,na,indications,good,/service/ndnp/dlc/batch_dlc_ood_ver01/data/sn83045462/0028065792A/1911082801/0501.xml,1911-08-28,"evening star (washington, d.c.) 1854-1972",full_page,up,,,,False,scope=regional (not US national),,
"the mining Industry is livelier than for years, and the precious metal output this year will probably exceed that of 1910",other,improve,na,na,vague,hedged,expert,na,regional,False,na,livelier than for years,good,/service/ndnp/dlc/batch_dlc_ood_ver01/data/sn83045462/0028065792A/1911082801/0501.xml,1911-08-28,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=regional (not US national),,
"estimated the total wheat yield at tH2,000,0U> bushels, compared with about OOO.000,000 bushels, based on the government returns.",other,improve,na,na,vague,assertive,expert,George M. Reynolds,national,True,na,conservative estimates by bankers,mixed,/service/ndnp/dlc/batch_dlc_ood_ver01/data/sn83045462/0028065792A/1911082801/0501.xml,1911-08-28,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,NBER,1.0,True,,12.0,default
"the price has declined sharply, but most observers believe that value somewhere around 10 cents will be realised, and this will be fairly profitable",prices,improve,up,na,vague,hedged,expert,na,regional,False,na,observers belief,bad,/service/ndnp/dlc/batch_dlc_ood_ver01/data/sn83045462/0028065792A/1911082801/0501.xml,1911-08-28,"evening star (washington, d.c.) 1854-1972",full_page,up,,,,False,scope=regional (not US national),,
"the hop crop of Oregon alone at the present market will assure more than 18,000,000 to the growers of the Willamette valley",other,improve,na,na,vague,assertive,expert,na,regional,False,na,present market,good,/service/ndnp/dlc/batch_dlc_ood_ver01/data/sn83045462/0028065792A/1911082801/0501.xml,1911-08-28,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=regional (not US national),,
"""Oil will be struck In theG-ady county fields at a depth of bolt 4U0 feet,"" says Dr. Womack.",industry,improve,na,na,vague,assertive,expert,Dr. Womack,regional,True,na,instrument registers oil,bad,/service/ndnp/okhi/batch_okhi_falafel_ver01/data/sn86090528/00295864254/1911092301/0759.xml,1911-09-23,"the chickasha daily express (chickasha, indian territory [okla.]) 1899-current",full_page,improve,,,,False,scope=regional (not US national),,
"""there will be an abundance of all kinds of feed in his neighborhood.""",general_business,improve,na,na,vague,assertive,layperson,W. E. Smith,regional,True,na,feed stuff heading out and maturing,mixed,/service/ndnp/okhi/batch_okhi_falafel_ver01/data/sn86090528/00295864254/1911092301/0759.xml,1911-09-23,"the chickasha daily express (chickasha, indian territory [okla.]) 1899-current",full_page,improve,,,,False,scope=regional (not US national),,
Business in Calgary is good. The crop Is big and the business outlook for 1912 is very bright.,general_business,improve,na,na,12,assertive,expert,I. A. Vaii'.y,foreign,True,na,na,good,/service/ndnp/wa/batch_wa_alder_ver01/data/sn88085460/00211108277/1911110301/0515.xml,1911-11-03,"the colfax gazette (colfax, wash.) 1893-1932",full_page,improve,,,,False,scope=foreign (not US national),,
"and an average grain crop flowing to the sea-board promises the greatest foreign credit balance in recent years, if not in the history of the country.",markets,improve,na,na,vague,assertive,journalist,na,national,False,na,grain crop flow increasing foreign credit,good,/service/ndnp/ndhi/batch_ndhi_jessie_ver01/data/sn88076523/00295864102/1911101301/0349.xml,1911-10-13,"devils lake weekly world (devils lake, n.d.) 1911-1914",full_page,improve,improve,NBER,1.0,True,,12.0,default
"The Frisco lids announced through the freight bureau of the Merchants and Manufacturers’ association that reduced rates on west bound freight from this city have been agreed to, the decrease to be scheduled later, in keeping with the reductions recently authorized on freight coming into this city from Pacific coast points.",prices,improve,down,na,vague,assertive,expert,J. T. Slater,industry,True,na,na,na,/service/ndnp/au/batch_au_huie_ver01/data/sn85038485/00340584028/1911101901/0808.xml,1911-10-19,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,down,,,,False,scope=industry (not US national),,
"That business conditions were such as to cause him no Uneasiness and that he would proceed as outlined to erect the acid plant at Corey costing approximately $275,000... I am very optimistic about it and can see no reason why business should not proceed with vigor.",general_business,improve,na,na,vague,assertive,official,Culpepper Exum,regional,True,na,na,mixed,/service/ndnp/au/batch_au_huie_ver01/data/sn85038485/00340584028/1911101901/0808.xml,1911-10-19,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,,,,False,scope=regional (not US national),,
"There has been a decided improvement in business conditions throughout the country. In retail transactions this improvement pertains not only to holiday trade but to general expansion and provision for the future. ... All these phases of improvement are most conclusive in production and shipping centers, but will in time extend more, generally over the country.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,greater business confidence and activity,good,/service/ndnp/kyu/batch_kyu_dubnium_ver01/data/sn86069496/00211104193/1911122001/0412.xml,1911-12-20,"the adair county news (columbia, ky.) 1897-1987",full_page,improve,worsen,NBER,0.0,True,,24.0,inferred_long
"""Any one familiar with present business conditions in this country, both as to domestic and foreign trade."" said Mr. Perkins, ""realizes that the brakes are on. We are not expanding our domestic trade to the extent we should. New enterprises are not being undertaken as freely as they should be. Capital in this country is contracting rather than expanding its operations...""",general_business,worsen,na,na,vague,assertive,expert,George V. Perkins,national,True,na,"brakes on trade, contracting capital",bad,/service/ndnp/dlc/batch_dlc_neptunian_ver01/data/sn83045462/00280657979/1911121301/0148.xml,1911-12-13,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,NBER,0.0,True,,12.0,default
"""Uncertainty would be dispelled"" said Mr. Perkins, concluding that ""immediate relief"" could be provided by a business commission.",general_business,improve,na,na,vague,assertive,expert,George V. Perkins,national,True,creation of business commission,removing uncertainty improves conditions,bad,/service/ndnp/dlc/batch_dlc_neptunian_ver01/data/sn83045462/00280657979/1911121301/0148.xml,1911-12-13,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short
business conditions will not warrant advance.,general_business,worsen,na,na,vague,assertive,official,President Woody,industry,True,na,na,bad,/service/ndnp/iune/batch_iune_echo_ver01/data/sn83045487/0028076145A/1912012001/0588.xml,1912-01-20,"the day book (chicago, ill.) 1911-1917",full_page,worsen,,,,False,scope=industry (not US national),,
the ripening of the political campaign which is always expected to exert a depressing effect on business,general_business,worsen,na,na,vague,hedged,expert,na,national,True,political campaign ripening,depressing effect,mixed,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626976/1911110401/1058.xml,1911-11-04,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,worsen,improve,NBER,0.0,True,,12.0,default
"The increasing abundance of money seeking investment will, this authority believes, find its most satisfactory investment in the bond market, but will demand good profit.",markets,improve,up,na,vague,assertive,expert,na,national,True,na,abundance of money,mixed,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626976/1911110401/1058.xml,1911-11-04,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,improve,improve,NBER,1.0,True,,12.0,default
"If China can extricate herself from her many troubles without opening the door for a whole sale inroad upon her future integrity and the forfeiture of her independence, she will do well.",other,improve,na,na,vague,assertive,expert,na,foreign,True,China extricates herself,avoids chaos,bad,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626976/1911110401/1058.xml,1911-11-04,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,improve,,,,False,scope=foreign (not US national),,
"Meantime, If conditions remain as they are, and as the bankers want them to remain, the stock market is likely to continue dull and narrow, and without important price changes.",markets,no_change,na,na,vague,hedged,journalist,na,national,False,conditions remain as they are,bankers want conditions to stay same,bad,/service/ndnp/dlc/batch_dlc_martian_ver02/data/sn83045462/00280657980/1912012101/0452.xml,1912-01-21,"evening star (washington, d.c.) 1854-1972",full_page,flat,improve,NBER,0.0,True,,12.0,default
"easier conditions are anticipated within a month, with a possible reduction of the bank rate in March.",prices,improve,down,na,6,hedged,journalist,na,foreign,False,na,anticipated easier conditions,bad,/service/ndnp/dlc/batch_dlc_martian_ver02/data/sn83045462/00280657980/1912012101/0452.xml,1912-01-21,"evening star (washington, d.c.) 1854-1972",full_page,down,,,,False,scope=foreign (not US national),,
"Trade conditions will advance with a whoop when traders realize that the price of dry goods will advance to meet an advancing cotton market, and the way to advance the cotton market is to hold up selling till the spinners get hungry for it and the heirs who have sold the market short ...",markets,improve,up,na,vague,assertive,expert,T. Blackwell,industry,True,when traders realize price of dry goods will advance,holding cotton will raise market,bad,/service/ndnp/au/batch_au_huie_ver01/data/sn85038485/0034058403A/1911121001/0689.xml,1911-12-10,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,,,,False,scope=industry (not US national),,
"This figure will net the city and county coffers 15,000.",general_business,improve,na,na,vague,assertive,official,na,regional,False,na,na,na,/service/ndnp/au/batch_au_huie_ver01/data/sn85038485/0034058403A/1911121001/0689.xml,1911-12-10,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,improve,,,,False,scope=regional (not US national),,
"If it isn’t, then the schools will get $100,000 in 1913, but that won't help very much for this year.",prices,improve,na,na,12,assertive,official,na,regional,False,if money not available,budget appropriation,bad,/service/ndnp/au/batch_au_huie_ver01/data/sn85038485/0034058403A/1911121001/0689.xml,1911-12-10,"the birmingham age-herald (birmingham, ala.) 1902-1950",full_page,,,,,False,scope=regional (not US national),,
They report a pleasant journey and good business outlook.,general_business,improve,na,na,vague,assertive,layperson,X. Salmon,regional,False,na,na,na,/service/ndnp/nmu/batch_nmu_irving_ver01/data/sn84020630/00415620081/1912030701/0455.xml,1912-03-07,"santa fe new mexican (santa fe, n.m.) 1898-1951",full_page,improve,,,,False,scope=regional (not US national),,
"Brewers throughout this section have served Mtieo on saloonkeepers that on March 1 there will be another Increase in tbe price of beer. Letters sent out by the brewers set forth that ""the ingredients go into beer have gone up in ice."" The saloonkeepers' price will fcy about per oeaJ",prices,worsen,up,na,vague,assertive,layperson,na,regional,False,na,ingredients cost increased,mixed,/service/ndnp/sdhi/batch_sdhi_grenada_ver01/data/sn99062034/00279523088/1912022801/0471.xml,1912-02-28,"the madison daily leader (madison, s.d.) 1890-current",full_page,up,,,,False,scope=regional (not US national),,
"The Quanah, Acme and Pacific is to Extend Work WiU be Under Way Within Sixty Days, Is Expectation of Pres.",industry,improve,na,na,6,assertive,expert,Sam Lazarus,regional,True,na,extension will create new rail line,na,/service/ndnp/nmu/batch_nmu_elk_ver01/data/sn94005878/00296024880/1912011201/0187.xml,1912-01-12,"the lovington leader (lovington, n.m.) 1910-1956",full_page,improve,,,,False,scope=regional (not US national),,
"He also said that when the road is extended tol Paso it will give those people in that part of the State a new line into Ft. Worth that will not be any more than fifty miles longer than via the. Texas,and,4?acific.",general_business,improve,na,na,vague,assertive,expert,Sam Lazarus,regional,True,na,shorter route benefits local commerce,na,/service/ndnp/nmu/batch_nmu_elk_ver01/data/sn94005878/00296024880/1912011201/0187.xml,1912-01-12,"the lovington leader (lovington, n.m.) 1910-1956",full_page,improve,,,,False,scope=regional (not US national),,
"He rays the country is ia .fine shape, the people are prosperous and the railways, are going to need addi tional equipment to serve the people.",industry,improve,na,na,vague,assertive,expert,Sam Lazarus,national,True,na,prosperous populace increases demand,good,/service/ndnp/nmu/batch_nmu_elk_ver01/data/sn94005878/00296024880/1912011201/0187.xml,1912-01-12,"the lovington leader (lovington, n.m.) 1910-1956",full_page,improve,,topic 'industry' has no ground-truth series,,False,topic 'industry' has no ground-truth series,12.0,default
"it appears that the anthracite miners of the nation are to strike, unless something is speedily done.",industry,worsen,na,up,vague,hedged,journalist,na,national,False,unless something is speedily done,ongoing labor dispute,bad,/service/ndnp/vi/batch_vi_oldenburg_ver01/data/sn90052005/00393349694/1912031801/0622.xml,1912-03-18,"the richmond virginian (richmond, va.) 1910-1920",full_page,worsen,,topic 'industry' has no ground-truth series,,False,topic 'industry' has no ground-truth series,12.0,default
If the generally bad weather conditions hold out for many days longer throughout the cotton belt. It Is pretty generally predicted that the result will show In favor of the bullish element of the market especially In view of the fact that It is pretty generally anticipated that the bears will submit to a release of strength Just about the time of most active preparation on part of the farmers for the 11113 crop,markets,improve,up,na,vague,assertive,layperson,na,industry,False,bad weather holds out,weather reduces supply,bad,/service/ndnp/au/batch_au_baskin_ver01/data/sn84020645/00513683935/1912022501/0766.xml,1912-02-25,"the montgomery advertiser (montgomery, ala.) 1885-1982",full_page,improve,,,,False,scope=industry (not US national),,
the forecast of more rain In the cotton belt over Sunday encouraged buying for long account and caused a generall covering movement among Shorts,markets,improve,up,na,vague,assertive,layperson,na,industry,False,more rain Sunday,rain boosts demand,mixed,/service/ndnp/au/batch_au_baskin_ver01/data/sn84020645/00513683935/1912022501/0766.xml,1912-02-25,"the montgomery advertiser (montgomery, ala.) 1885-1982",full_page,improve,,,,False,scope=industry (not US national),,
they were confident there would be no coal strike,other,improve,na,na,vague,assertive,layperson,na,foreign,False,na,confidence expressed,bad,/service/ndnp/au/batch_au_baskin_ver01/data/sn84020645/00513683935/1912022501/0766.xml,1912-02-25,"the montgomery advertiser (montgomery, ala.) 1885-1982",full_page,improve,,,,False,scope=foreign (not US national),,
"it is anticipated that a settlement of the British coal dispute, which lnvolv-d 1,000,000, will be officially announced this evening, according to a report published by a news agency.",other,improve,na,na,vague,hedged,journalist,na,foreign,False,na,na,bad,/service/ndnp/iune/batch_iune_journal_ver01/data/sn92053934/00202198351/1912022701/0149.xml,1912-02-27,"rock island argus (rock island, ill.) 1893-1920",full_page,improve,,,,False,scope=foreign (not US national),,
"If a strike is declared it will af fect 180,000 mine workers and many thousands of railroaders, teamsters r nd others as well and will deprive the coal region of wages, amounting to about $10,000,000 a month.",employment,worsen,down,up,vague,assertive,journalist,na,industry,False,strike is declared,deprive region of wages,bad,/service/ndnp/iune/batch_iune_journal_ver01/data/sn92053934/00202198351/1912022701/0149.xml,1912-02-27,"rock island argus (rock island, ill.) 1893-1920",full_page,up,,,,False,scope=industry (not US national),,
The mine workers have declared with equal pesitiveness that they will strike unless their demands are granted.,employment,worsen,na,up,vague,assertive,journalist,na,industry,False,demands are not granted,demands not met,bad,/service/ndnp/iune/batch_iune_journal_ver01/data/sn92053934/00202198351/1912022701/0149.xml,1912-02-27,"rock island argus (rock island, ill.) 1893-1920",full_page,up,,,,False,scope=industry (not US national),,
We anticipate that the coming week will bring developments that will promote more activity.,general_business,improve,na,na,vague,assertive,expert,na,national,True,na,na,na,/service/ndnp/uuml/batch_uuml_leipheimer_ver01/data/sn85058397/print/1912011001/0065.xml,1912-01-10,"the evening standard (ogden city, utah) 1910-1913",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short
"In general, while we should not expect any great boom, we do look for a gradual resumption of business and a sound condition that will permit of advances in those securities that are really worth more.",general_business,improve,na,na,vague,hedged,expert,na,national,False,na,na,na,/service/ndnp/uuml/batch_uuml_leipheimer_ver01/data/sn85058397/print/1912011001/0065.xml,1912-01-10,"the evening standard (ogden city, utah) 1910-1913",full_page,improve,improve,NBER,1.0,True,,12.0,default
