quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,reasoning,current_state,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis,ip_growth_6m,ip_growth_12m,ip_accel,ip_gap,cpi_yoy,cpi_accel,unrate,unrate_d6,stock_ret6,stock_ret12,stock_vol6,stock_drawdown,epu,hindsight_in_recession,has_ip_growth_6m,has_ip_growth_12m,has_ip_accel,has_ip_gap,has_cpi_yoy,has_cpi_accel,has_unrate,has_unrate_d6,has_stock_ret6,has_stock_ret12,has_stock_vol6,has_stock_drawdown,has_epu
"there is but little prospect of an immediate sharp improvement of Ironditjons"" the federal reserve board declared tonight in its May review",general_business,worsen,na,na,vague,assertive,official,Federal Reserve Board,national,True,na,lack of immediate improvement,good,/service/ndnp/cohi/batch_cohi_kebler_ver01/data/sn90051672/00383341358/1921060201/0844.xml,1921-06-02,"pueblo chieftain (pueblo, colo.) 1889-current",full_page,worsen,improve,INDPRO,0.0,True,,6.0,inferred_short,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
the final adjustment of wages was forecast unless retail prices move much faster to their final base,other,worsen,up,na,vague,hedged,official,Federal Reserve Board,national,True,retail prices move faster,wage adjustment tied to price movement,mixed,/service/ndnp/cohi/batch_cohi_kebler_ver01/data/sn90051672/00383341358/1921060201/0844.xml,1921-06-02,"pueblo chieftain (pueblo, colo.) 1889-current",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Sugar consumption in the United States will make a new high record In tho tHetil nnr ending with this month,other,improve,na,na,vague,assertive,official,na,national,False,na,based on current import/export data,na,/service/ndnp/pst/batch_pst_holuba_ver02/data/sn83045211/00237280313/1921061301/0104.xml,1921-06-13,evening public ledger (philadelphia [pa.]) 1914-1942,full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"the country's business will not stand still, there are greater possibilities of things getting better than becoming worse In the next six months.",general_business,improve,na,na,6,hedged,journalist,na,national,False,na,greater possibilities,bad,/service/ndnp/pst/batch_pst_holuba_ver02/data/sn83045211/00237280313/1921061301/0104.xml,1921-06-13,evening public ledger (philadelphia [pa.]) 1914-1942,full_page,improve,improve,INDPRO,1.0,True,,6.0,stated,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"When it does come, as it will any moment. It will find tho list very much oversold by nn exceptionally inrgo short Interest.",prices,improve,up,na,vague,assertive,expert,HCCKCR Co.,national,True,na,oversold market,bad,/service/ndnp/pst/batch_pst_holuba_ver02/data/sn83045211/00237280313/1921061301/0104.xml,1921-06-13,evening public ledger (philadelphia [pa.]) 1914-1942,full_page,up,down,CPI,0.0,True,,12.0,default,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
prices mn.v quite properl be oxpecled to advance material!,prices,improve,up,na,vague,hedged,expert,na,national,False,na,expected market advance,bad,/service/ndnp/pst/batch_pst_holuba_ver02/data/sn83045211/00237280313/1921061301/0104.xml,1921-06-13,evening public ledger (philadelphia [pa.]) 1914-1942,full_page,up,down,CPI,0.0,True,,12.0,default,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"""Manufacturers and merchants."" said Mr. Adair yesterday, ""are golBf out after business in a way that promises recovery nflthln a seasonable time from the depression from which we have been suffering.",general_business,improve,na,na,vague,assertive,expert,J. A. M. Adair,national,True,na,promises recovery,bad,/service/ndnp/dlc/batch_dlc_frenchbulldog_ver04/data/sn83045433/00280764164/1921041001/0018.xml,1921-04-10,"the washington herald (washington, d.c.) 1906-1939",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-26.395460629253307,-30.622434655910734,4.226974026657427,,-5.6410256410256485,-13.078186181634472,,,-9.251620506776659,-22.57415786827552,4.6782429355868755,-32.39683933274803,94.02025,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"""When retail prices have fallen still further, buying should increase to a corresponding extent.""",general_business,improve,down,na,vague,hedged,expert,J. A. M. Adair,national,True,retail prices fall further,lower prices spur demand,bad,/service/ndnp/dlc/batch_dlc_frenchbulldog_ver04/data/sn83045433/00280764164/1921041001/0018.xml,1921-04-10,"the washington herald (washington, d.c.) 1906-1939",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-26.395460629253307,-30.622434655910734,4.226974026657427,,-5.6410256410256485,-13.078186181634472,,,-9.251620506776659,-22.57415786827552,4.6782429355868755,-32.39683933274803,94.02025,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"""Retail trade continues in a surprising volume,"" said Mr. Adair, ""in view of the low prices of farm products, with the consequent reduction in the buying power of the farmer.""",general_business,improve,down,na,vague,assertive,expert,J. A. M. Adair,national,True,na,low farm prices boost trade volume,bad,/service/ndnp/dlc/batch_dlc_frenchbulldog_ver04/data/sn83045433/00280764164/1921041001/0018.xml,1921-04-10,"the washington herald (washington, d.c.) 1906-1939",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-26.395460629253307,-30.622434655910734,4.226974026657427,,-5.6410256410256485,-13.078186181634472,,,-9.251620506776659,-22.57415786827552,4.6782429355868755,-32.39683933274803,94.02025,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"This program involves the supreme effort which is to be made to start the wheels of industry moving, and revive the nation’s prosperity.",general_business,improve,na,na,vague,assertive,official,na,national,True,na,program to start industry,mixed,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1921071301/0220.xml,1921-07-13,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"The tariff law plans contemplate schedules which will raise from $500,000,000 to $700,000,000.",prices,improve,up,na,vague,assertive,official,na,national,True,na,tariff revenue increase,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1921071301/0220.xml,1921-07-13,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,up,down,CPI,0.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"The business depression of 1 12 1 has definitely passed and the financial condition of the country is such now that it should inspir eon iy optimism, W. P. G. Hard ing, governor of the federal reserve board dt( hired yesterday ift an addiess before the national automobile cham ber of commerce.",general_business,improve,na,na,vague,hedged,official,W. P. G. Harding,national,True,na,depression passed,bad,/service/ndnp/vtu/batch_vtu_dakin_ver03/data/sn95066012/00202197772/1921060401/0404.xml,1921-06-04,"the bennington evening banner (bennington, vt.) 19??-1961",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"The financial situation of the fed eral reserve system Is stronger than It ever has been and Ixuiks are anxious to lend money to legitimate business, he said.",general_business,improve,na,na,vague,assertive,official,W. P. G. Harding,national,True,na,stronger reserves,good,/service/ndnp/vtu/batch_vtu_dakin_ver03/data/sn95066012/00202197772/1921060401/0404.xml,1921-06-04,"the bennington evening banner (bennington, vt.) 19??-1961",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"""Tho public has a lot of buying power left."" We want to get the peo ple out of the idea that prices iireV ing lower and lower,"" he asserted.",prices,improve,up,na,vague,assertive,official,W. P. G. Harding,national,True,na,buying power,good,/service/ndnp/vtu/batch_vtu_dakin_ver03/data/sn95066012/00202197772/1921060401/0404.xml,1921-06-04,"the bennington evening banner (bennington, vt.) 19??-1961",full_page,up,down,CPI,0.0,True,,12.0,default,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"""It was brought out at todav's ses sion that many motor car amf'truck companies feeling that the present standard of prices will continue have priced their products according to present levels of the market.""",prices,no_change,stable,na,vague,assertive,official,W. P. G. Harding,national,True,na,present levels,good,/service/ndnp/vtu/batch_vtu_dakin_ver03/data/sn95066012/00202197772/1921060401/0404.xml,1921-06-04,"the bennington evening banner (bennington, vt.) 19??-1961",full_page,flat,down,CPI,0.0,True,,12.0,default,-22.526934378060723,-27.318669959225872,4.791735581165149,,-10.837438423645317,-7.2530138376611895,,,-4.155124653739612,-24.536532170119955,5.399130265329661,-39.24495171202809,104.8352,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Mr. Hanson stated tlint the plant was practically hack to normal operation and that the time was not far off when every department will be running at full speed ahead.,general_business,improve,na,na,vague,assertive,official,Geo. W. Hanson,national,True,na,plant near normal operation,bad,/service/ndnp/fu/batch_fu_albert_ver01/data/sn95047222/00271766270/1921071901/0096.xml,1921-07-19,"the lakeland evening telegram (lakeland, fla.) 1911-1922",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Forbes Confident Present Period Will Bring Great Improvement.,general_business,improve,na,na,vague,assertive,expert,B. C. Forbes,national,True,na,na,na,/service/ndnp/dlc/batch_dlc_frenchbulldog_ver04/data/sn83045433/00280764152/1921040201/0674.xml,1921-04-02,"the washington herald (washington, d.c.) 1906-1939",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-26.395460629253307,-30.622434655910734,4.226974026657427,,-5.6410256410256485,-13.078186181634472,,,-9.251620506776659,-22.57415786827552,4.6782429355868755,-32.39683933274803,94.02025,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"The first quarter of J^21 promises to be followed by a somewhat better second quarter and a very much better third quarter and fourth quarter, according to B. C. Forbes",general_business,improve,na,na,12,assertive,expert,B. C. Forbes,national,True,na,na,na,/service/ndnp/dlc/batch_dlc_frenchbulldog_ver04/data/sn83045433/00280764152/1921040201/0674.xml,1921-04-02,"the washington herald (washington, d.c.) 1906-1939",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated,-26.395460629253307,-30.622434655910734,4.226974026657427,,-5.6410256410256485,-13.078186181634472,,,-9.251620506776659,-22.57415786827552,4.6782429355868755,-32.39683933274803,94.02025,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"The Treasury -expecfl^ to continue to retire Pittman act certificates ... at the rate of about $5,000,000 per month.",general_business,improve,na,na,vague,hedged,official,Mellon,national,True,na,na,na,/service/ndnp/dlc/batch_dlc_frenchbulldog_ver04/data/sn83045433/00280764152/1921040201/0674.xml,1921-04-02,"the washington herald (washington, d.c.) 1906-1939",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-26.395460629253307,-30.622434655910734,4.226974026657427,,-5.6410256410256485,-13.078186181634472,,,-9.251620506776659,-22.57415786827552,4.6782429355868755,-32.39683933274803,94.02025,1,1,1,1,0,1,1,0,0,1,1,1,1,1
This will mean that when recovery come the volume of production and the margin of profit will still be small,general_business,worsen,na,na,vague,hedged,journalist,na,national,False,when recovery comes,reliance on home market limits profit,mixed,/service/ndnp/dlc/batch_dlc_babelfish_ver01/data/sn83045462/00280656963/1921070201/0626.xml,1921-07-02,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"The market for outstanding Government securities would be adversely affected and the patriotic holders of Liberty bonds, instead of looking forward to Improved market conditions, would have to face the threat of further depression.",markets,worsen,down,na,vague,assertive,journalist,na,national,False,na,large new liabilities,bad,/service/ndnp/dlc/batch_dlc_crowfoot_ver01/data/sn83045774/00271744183/1921070701/0176.xml,1921-07-07,"the new york herald (new york, n.y.) 1920-1924",full_page,worsen,improve,STOCK,0.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"It would greatly swell the cost of government and virtually defeat the administration's programme of economy and retrenchment. It could be financed only by adding to the burden of debt and taxes ... This burden, moreover, would be in addition to that already imposed ...",prices,worsen,up,na,vague,hedged,journalist,na,national,False,na,financing via debt and taxes,bad,/service/ndnp/dlc/batch_dlc_crowfoot_ver01/data/sn83045774/00271744183/1921070701/0176.xml,1921-07-07,"the new york herald (new york, n.y.) 1920-1924",full_page,up,down,CPI,0.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"The Navy has acquired the economy habit, and a programme was announced today by Assistant Secretary Roosevelt which is expected to net the Treasury of the United States a sum which may approximate a million dollars.",general_business,improve,na,na,vague,hedged,official,Roosevelt,national,True,na,sale of surplus navy property,bad,/service/ndnp/dlc/batch_dlc_crowfoot_ver01/data/sn83045774/00271744183/1921070701/0176.xml,1921-07-07,"the new york herald (new york, n.y.) 1920-1924",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
The program will save the Government millions of dollars now spent in rentals for buildings in the high‑rent districts of Washington.,general_business,improve,na,na,vague,assertive,official,Dawes,national,True,na,consolidating and abandoning expensive storage space,bad,/service/ndnp/dlc/batch_dlc_crowfoot_ver01/data/sn83045774/00271744183/1921070701/0176.xml,1921-07-07,"the new york herald (new york, n.y.) 1920-1924",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"out this year ratios have grown and are likely to increase still further, largely regardless of the volume of current interbank accommodation.",other,improve,na,na,vague,hedged,expert,na,national,False,na,na,good,/service/ndnp/oru/batch_oru_diamond_ver01/data/sn88086023/00295868867/1921081001/0433.xml,1921-08-10,"east oregonian : e.o (pendleton, umatilla co., or.;pendleton, or) 1888-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-8.278928943135577,-28.357105904958978,20.078176961823402,,-15.789473684210513,-2.767227346717295,,,-11.558784676354028,-21.466275659824046,3.9972612390525732,-41.220368744512726,136.9072,0,1,1,1,0,1,1,0,0,1,1,1,1,1
"Resources Abundant The business outlook for the fu ture is not particularly bright, al though not particularly dull, v. hen compared to conditions elsewhere.",general_business,worsen,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/ak/batch_ak_kingcrab_ver03/data/sn84020657/00279526880/1921072801/0605.xml,1921-07-28,"the alaska daily empire (juneau, alaska) 1912-1926",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"The business outlook in the States is not improving fo any appreciable extent, and it might be difficult jus now to present anything that might interest capital, but on the other hand, it might be easier when conditions begin to improve, to interest capital while Investments are not particularly attractive elsewhere.",general_business,worsen,na,na,vague,hedged,journalist,na,national,False,na,na,bad,/service/ndnp/ak/batch_ak_kingcrab_ver03/data/sn84020657/00279526880/1921072801/0605.xml,1921-07-28,"the alaska daily empire (juneau, alaska) 1912-1926",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"We have emerged from a period as black as ink into the twilight, and I believe the bright sunshine of prosperity is just ahead.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/ak/batch_ak_kingcrab_ver03/data/sn84020657/00279526880/1921072801/0605.xml,1921-07-28,"the alaska daily empire (juneau, alaska) 1912-1926",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Finance and industry will enter upon the new half year tinder distinctly improved conditions.,general_business,improve,na,na,6,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_frenchbulldog_ver04/data/sn83045433/00280764188/1921070301/0290.xml,1921-07-03,"the washington herald (washington, d.c.) 1906-1939",full_page,improve,improve,INDPRO,1.0,True,,6.0,stated,-13.173519535680136,-27.135819057216437,13.962299521536302,,-14.077669902912632,-7.134451309208593,,,-8.227424749163887,-24.36604189636164,4.382045138363013,-39.771729587357335,99.83207,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"If it be assumed, as is not unfair, that stocks will move as far ahead of industry on the up-grade as they did on the down, the bottom of the Wall street break having been reached last December, trade conditions would not pass the turning point for another three months and recovery would not become general until the late summer or early fall.",general_business,improve,na,na,vague,hedged,expert,P. West,national,False,if stocks move ahead of industry,stocks lead industry recovery,bad,/service/ndnp/dlc/batch_dlc_babelfish_ver01/data/sn83045462/00280656938/1921050701/0339.xml,1921-05-07,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-25.788671279465227,-31.218637343526385,5.4299660640611584,,-7.1065989847715665,-9.893401015228427,,,-3.278688524590157,-15.806805708013163,4.6941341808935,-32.660228270412645,94.71528,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"If the rest of the program is carried out this improve ment will gradually reacn imu un.c. directions, but the main forward movement in business will not start until August or September.",general_business,improve,na,na,vague,hedged,expert,P. West,national,False,if program carried out,program implementation,bad,/service/ndnp/dlc/batch_dlc_babelfish_ver01/data/sn83045462/00280656938/1921050701/0339.xml,1921-05-07,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-25.788671279465227,-31.218637343526385,5.4299660640611584,,-7.1065989847715665,-9.893401015228427,,,-3.278688524590157,-15.806805708013163,4.6941341808935,-32.660228270412645,94.71528,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"Dun's Review sees brighter business prospects for the near future, but the process of economic readjustment it says, is not near completion.",general_business,improve,na,na,vague,assertive,expert,Dun's Review,national,True,na,process of economic readjustment not near completion,mixed,/service/ndnp/dlc/batch_dlc_babelfish_ver01/data/sn83045462/00280656938/1921050701/0339.xml,1921-05-07,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,6.0,inferred_short,-25.788671279465227,-31.218637343526385,5.4299660640611584,,-7.1065989847715665,-9.893401015228427,,,-3.278688524590157,-15.806805708013163,4.6941341808935,-32.660228270412645,94.71528,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"strengthening of sentiment, upon which business recuperation so largely depends, has continued, and confidence in a gradual revival of activities finds more frequent expression.",general_business,improve,na,na,vague,assertive,expert,na,national,False,na,strengthening sentiment,mixed,/service/ndnp/dlc/batch_dlc_babelfish_ver01/data/sn83045462/00280656938/1921050701/0339.xml,1921-05-07,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-25.788671279465227,-31.218637343526385,5.4299660640611584,,-7.1065989847715665,-9.893401015228427,,,-3.278688524590157,-15.806805708013163,4.6941341808935,-32.660228270412645,94.71528,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Probably the concensus of opinion is that business will show definite improvement from now on with re adjustment continuing meantime.,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,na,mixed,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1921080301/0245.xml,1921-08-03,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,INDPRO,1.0,True,,6.0,inferred_short,-8.278928943135577,-28.357105904958978,20.078176961823402,,-15.789473684210513,-2.767227346717295,,,-11.558784676354028,-21.466275659824046,3.9972612390525732,-41.220368744512726,136.9072,0,1,1,1,0,1,1,0,0,1,1,1,1,1
The recovery will take considerable time in view of the extent of the dis location and depression which it follows.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1921080301/0245.xml,1921-08-03,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-8.278928943135577,-28.357105904958978,20.078176961823402,,-15.789473684210513,-2.767227346717295,,,-11.558784676354028,-21.466275659824046,3.9972612390525732,-41.220368744512726,136.9072,0,1,1,1,0,1,1,0,0,1,1,1,1,1
"what seems wholly probable is “a sudden reversal of sentiment"" with a “quickening of business activities.”",general_business,improve,na,na,vague,assertive,expert,unnamed brokerage house,national,True,na,na,bad,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1921080301/0245.xml,1921-08-03,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-8.278928943135577,-28.357105904958978,20.078176961823402,,-15.789473684210513,-2.767227346717295,,,-11.558784676354028,-21.466275659824046,3.9972612390525732,-41.220368744512726,136.9072,0,1,1,1,0,1,1,0,0,1,1,1,1,1
"Secretary Hoover is quoted by ""The Financial Age"" to the effect that the country's business has fundamentally turned the corner and that we are once more on the up grade.",general_business,improve,na,na,vague,assertive,expert,Hoover,national,True,na,business turned corner,bad,/service/ndnp/oru/batch_oru_fort_ver01/data/sn97071110/00295868260/1921082501/0794.xml,1921-08-25,"the hood river glacier (hood river, or.) 1889-1933",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-8.278928943135577,-28.357105904958978,20.078176961823402,,-15.789473684210513,-2.767227346717295,,,-11.558784676354028,-21.466275659824046,3.9972612390525732,-41.220368744512726,136.9072,0,1,1,1,0,1,1,0,0,1,1,1,1,1
business is giong to get better; the penduleum began its upward swing.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/okhi/batch_okhi_idabel_ver01/data/sn85042345/00237284355/1921101002/0541.xml,1921-10-10,"the morning tulsa daily world (tulsa, okla.) 1919-1927",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,2.069407094378281,-24.87228306973062,26.941690164108902,,-12.80788177339902,5.199186121225114,,,-6.88311688311688,-15.49793753682969,4.677093573314322,-37.050043898156275,88.54073,0,1,1,1,0,1,1,0,0,1,1,1,1,1
"predictions are that this year's crop will be from 7.000,000 to 7,500,000 bales.",prices,improve,up,na,12,hedged,journalist,na,national,False,na,na,na,/service/ndnp/nvln/batch_nvln_jackrabbit_ver01/data/sn86076241/00271762458/1921090601/0225.xml,1921-09-06,"carson city daily appeal (carson city, nev.) 1907-1930",full_page,up,down,CPI,0.0,True,,12.0,stated,-3.3799212104483987,-27.04157035128273,23.66164914083433,,-14.903846153846159,1.219635627530364,,,-7.594936708860763,-19.82658959537573,4.344234102721324,-39.11325724319579,140.2026,0,1,1,1,0,1,1,0,0,1,1,1,1,1
ADMINISTRATION SEES TURN FOR BETTER—COTTON A STIMULUS—PRICE ADVANCES MISLEAD.,general_business,improve,na,na,vague,assertive,official,administration,national,False,na,na,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1921092101/0302.xml,1921-09-21,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-3.3799212104483987,-27.04157035128273,23.66164914083433,,-14.903846153846159,1.219635627530364,,,-7.594936708860763,-19.82658959537573,4.344234102721324,-39.11325724319579,140.2026,0,1,1,1,0,1,1,0,0,1,1,1,1,1
The general tendency should continue to be lower over the next decade,prices,improve,down,na,vague,hedged,unclear,na,national,False,na,na,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1921092101/0302.xml,1921-09-21,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,down,down,CPI,1.0,True,,24.0,inferred_long,-3.3799212104483987,-27.04157035128273,23.66164914083433,,-14.903846153846159,1.219635627530364,,,-7.594936708860763,-19.82658959537573,4.344234102721324,-39.11325724319579,140.2026,0,1,1,1,0,1,1,0,0,1,1,1,1,1
The stock market displayed an upward tendency this week and gave reason to believe that a genuine bull movement is in the making.,markets,improve,up,na,vague,hedged,journalist,na,national,False,na,na,na,/service/ndnp/ohi/batch_ohi_bellatrix_ver03/data/sn89075140/00415665921/1921092101/0302.xml,1921-09-21,"the tri-county news (grand rapids, ohio) 1915-1949",full_page,improve,improve,STOCK,1.0,True,,6.0,inferred_short,-3.3799212104483987,-27.04157035128273,23.66164914083433,,-14.903846153846159,1.219635627530364,,,-7.594936708860763,-19.82658959537573,4.344234102721324,-39.11325724319579,140.2026,0,1,1,1,0,1,1,0,0,1,1,1,1,1
the Sales Tax in the United States will operate beneficially toward a return to normal business and individual contentment with our methods of taxation.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/dlc/batch_dlc_bordercollie_ver02/data/sn84026749/00280764814/1921111701/0181.xml,1921-11-17,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,INDPRO,1.0,True,,12.0,default,5.673198482932991,-21.578515304327432,27.25171378726042,,-12.5,3.7568306010928882,,,-1.303780964797914,-4.539722572509451,5.125891978231123,-32.168458781362,75.06522,0,1,1,1,0,1,1,0,0,1,1,1,1,1
