quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis,ip_growth_6m,ip_growth_12m,ip_accel,ip_gap,cpi_yoy,cpi_accel,unrate,unrate_d6,stock_ret6,stock_ret12,stock_vol6,stock_drawdown,epu,hindsight_in_recession,has_ip_growth_6m,has_ip_growth_12m,has_ip_accel,has_ip_gap,has_cpi_yoy,has_cpi_accel,has_unrate,has_unrate_d6,has_stock_ret6,has_stock_ret12,has_stock_vol6,has_stock_drawdown,has_epu
The return of prosperity is in full swing again and all feel sure of better times.,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/ncu/batch_ncu_black_ver02/data/sn84020751/00415667899/1908021301/0617.xml,1908-02-13,"goldsboro weekly argus (goldsboro, n.c.) 1885-1909",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,90.20289,1,0,0,0,0,0,0,0,0,0,0,0,0,1
This action is expected to give permanent and immediate relief to the financial situation.,general_business,improve,na,na,6,hedged,journalist,na,national,False,na,/service/ndnp/az/batch_az_fireant_ver01/data/sn84021912/00211104351/1907112001/0298.xml,1907-11-20,"the arizona sentinel (arizona city [yuma], yuma county, a.t. [ariz.]) 1872-1911",full_page,improve,worsen,NBER,0.0,True,,6.0,stated,,,,,,,,,,,,,63.27158,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"And so the pendulum swings again twoard prosperity, and while times may pinch a little here and there, an improvement has set in, and it ought not be many days before the people forget events of the last few days in a general return of prosperity.",general_business,improve,na,na,6,hedged,journalist,na,national,False,na,/service/ndnp/az/batch_az_fireant_ver01/data/sn84021912/00211104351/1907112001/0298.xml,1907-11-20,"the arizona sentinel (arizona city [yuma], yuma county, a.t. [ariz.]) 1872-1911",full_page,improve,worsen,NBER,0.0,True,,6.0,stated,,,,,,,,,,,,,63.27158,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BUSINESS OUTLOOK DISTINCTLY BETTER,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/sdhi/batch_sdhi_leyte_ver01/data/sn84022137/00279523611/1910062301/1582.xml,1910-06-23,"union county courier (elk point, union county, d.t. [s.d.]) 187?-1913",full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,111.5736,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Crop news continue encouraging, the ron and steel market improves, while foreign trade now shows an excess of export, and in these three important artlculars the business outlook is distinctly better.",general_business,improve,na,na,vague,assertive,expert,R. O. Dunn,national,True,na,/service/ndnp/sdhi/batch_sdhi_leyte_ver01/data/sn84022137/00279523611/1910062301/1582.xml,1910-06-23,"union county courier (elk point, union county, d.t. [s.d.]) 187?-1913",full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,111.5736,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Not a single official of a single railway line who appeared before! the. commission, however, expressed the belief that the present industrial depression would bo lasting.",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/nbu/batch_nbu_dunning_ver01/data/sn84022835/00237285116/1908030601/1143.xml,1908-03-06,"the red cloud chief (red cloud, webster co., neb.) 1873-1923",full_page,improve,improve,NBER,1.0,True,,24.0,inferred_long,,,,,,,,,,,,,101.9826,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"They practically uniformly express confidence that the return of prosperity will bo almost as sudden as was the coming of adversity,",general_business,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/nbu/batch_nbu_dunning_ver01/data/sn84022835/00237285116/1908030601/1143.xml,1908-03-06,"the red cloud chief (red cloud, webster co., neb.) 1873-1923",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,101.9826,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Under bad laws, and tho stand-pat policy that our Republican governors have forced us to boar, the growth of hotter times will bo slow, for the people, though tho trusts and corporations should soon flourish as tho green bay trco.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/in/batch_in_bird_ver02/data/sn84023963/00212470740/1908061901/0216.xml,1908-06-19,"the jasper weekly courier (jasper, ind.) 1858-1922",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short,,,,,,,,,,,,,84.26547,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The Issuing of the $100,000,000 In one-year notes and of the $50,000,000 of Panama canal bonds at this time is a mistake which win result In farther unsettlement of the finances of the country rather than In giving relief.",general_business,worsen,na,na,vague,assertive,expert,Charles N. Fowler,national,True,na,/service/ndnp/iune/batch_iune_charlie_ver01/data/sn84024055/00280761047/1907113001/0701.xml,1907-11-30,"the broad ax (salt lake city, utah;chicago, ill.) 1895-19??",full_page,worsen,worsen,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,63.27158,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"We shall find when the reaction comes and the changed condition Is. reflected in our reserves, beginning about Jan. 15, IT not earlier, and In creasing rapidly during the spring months, until the reserves In our banks will probably exceed those of any preceding year since 1900",markets,worsen,na,na,6,hedged,expert,Charles N. Fowler,national,True,na,/service/ndnp/iune/batch_iune_charlie_ver01/data/sn84024055/00280761047/1907113001/0701.xml,1907-11-30,"the broad ax (salt lake city, utah;chicago, ill.) 1895-19??",full_page,worsen,worsen,NBER,1.0,True,,6.0,stated,,,,,,,,,,,,,63.27158,1,0,0,0,0,0,0,0,0,0,0,0,0,1
every bank note held as a reserve will displace Just that amount of gold and drive it out of the country.,markets,worsen,na,na,vague,assertive,expert,Charles N. Fowler,national,True,if held as a reserve,/service/ndnp/iune/batch_iune_charlie_ver01/data/sn84024055/00280761047/1907113001/0701.xml,1907-11-30,"the broad ax (salt lake city, utah;chicago, ill.) 1895-19??",full_page,worsen,worsen,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,63.27158,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"there wUI never be any perma nent improvement in the financial af fairs of this country, as long as tne nnrchaslne power of money Is limited or based on the. Gold Standard",general_business,no_change,na,na,vague,assertive,journalist,na,national,False,as long as based on Gold Standard,/service/ndnp/iune/batch_iune_charlie_ver01/data/sn84024055/00280761047/1907113001/0701.xml,1907-11-30,"the broad ax (salt lake city, utah;chicago, ill.) 1895-19??",full_page,flat,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,63.27158,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"its up-to-date and enterpris- ing president, George F. Leibrandt, is more than well pleased with the financial and business outlook for 1914.",general_business,improve,na,na,12,assertive,expert,George F. Leibrandt,national,True,na,/service/ndnp/iune/batch_iune_charlie_ver01/data/sn84024055/00280761060/1914012401/0464.xml,1914-01-24,"the broad ax (salt lake city, utah;chicago, ill.) 1895-19??",full_page,improve,worsen,NBER,0.0,True,,12.0,stated,,,,,,,,,,,,,138.6961,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Presidents Robison stated that the reports received frequently from representatives in many states are quite optimistic touching the outlook for business In the new year.,general_business,improve,na,na,12,hedged,expert,Robert B. Robison,national,True,na,/service/ndnp/nbu/batch_nbu_haydenstopdog_ver01/data/sn84024326/00332899570/1924020101/0700.xml,1924-02-01,the omaha morning bee (omaha [neb.]) 1922-1927,full_page,improve,flat,INDPRO,0.0,True,,12.0,stated,-7.3280829811755765,-2.7155099983196096,-4.612572982855967,15.675013648830541,2.3668639053254568,1.162547859380434,,,9.231619679380866,-1.9841269841269842,2.370118860408473,-4.908565928777679,81.44839,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Furthermore all five agree that the country will not be out of this depression by next November's elec­tions, as predicted by Secre­tary of Commerce Sinclair Weeks.",general_business,worsen,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/ohi/batch_ohi_frederick_ver02/data/sn84024547/00279555776/1958021901/0096.xml,1958-02-19,"zajedničar = fraternalist (allegheny, pa.) 1894-current",full_page,worsen,improve,INDPRO,0.0,True,,6.0,inferred_short,-5.911677002725793,-6.829524560021009,0.9178475572952163,-2.8291874141346334,2.8985507246376705,-0.763319407911712,5.2,0.9000000000000004,-8.978010943295693,-4.8581955273755355,2.9216918271826033,-13.695010104150468,55.91778,1,1,1,1,1,1,1,1,1,1,1,1,1,1
They practically uniformly express confidence that the return of prosperity will be almost as sudden as was the coming of adversity,general_business,improve,na,na,vague,assertive,expert,railway officials,national,True,na,/service/ndnp/ndhi/batch_ndhi_colfax_ver01/data/sn84024779/00295863742/1908030501/0532.xml,1908-03-05,"the wahpeton times (wahpeton, richland county, dakota [n.d.]) 1879-1919",full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,101.9826,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BUSINESS DEPRESSION SURE TO FOLLOW REJECTING PACT IS STATED BY GOVERNOR COX,general_business,worsen,na,na,vague,assertive,official,Governor Cox,national,True,rejecting pact,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860704/1920102401/0263.xml,1920-10-24,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default,-5.7428170365500435,0.0,-5.7428170365500435,,14.689265536723171,-6.484137331594958,,,-14.680744092508807,-25.504828797190523,3.8592390246660315,-25.504828797190523,97.17714,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Cox Predicts Panicky Condition if Covenant is Rejected;,general_business,worsen,na,na,vague,assertive,official,Governor Cox,national,True,if Covenant is Rejected,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860704/1920102401/0263.xml,1920-10-24,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default,-5.7428170365500435,0.0,-5.7428170365500435,,14.689265536723171,-6.484137331594958,,,-14.680744092508807,-25.504828797190523,3.8592390246660315,-25.504828797190523,97.17714,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"""The most serious depression the country has ever witnessed"" was predicted by the nominee if the league cause was lost.",general_business,worsen,na,na,vague,assertive,journalist,Governor Cox,national,True,if the league cause was lost,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860704/1920102401/0263.xml,1920-10-24,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default,-5.7428170365500435,0.0,-5.7428170365500435,,14.689265536723171,-6.484137331594958,,,-14.680744092508807,-25.504828797190523,3.8592390246660315,-25.504828797190523,97.17714,1,1,1,1,0,1,1,0,0,1,1,1,1,1
America's successful future depends on entrance into the league at the earliest possible moment.,general_business,improve,na,na,vague,assertive,official,Governor Cox,national,True,entrance into the league,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860704/1920102401/0263.xml,1920-10-24,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-5.7428170365500435,0.0,-5.7428170365500435,,14.689265536723171,-6.484137331594958,,,-14.680744092508807,-25.504828797190523,3.8592390246660315,-25.504828797190523,97.17714,1,1,1,1,0,1,1,0,0,1,1,1,1,1
the bottom of falling prices has been touched and an upward trend may soo» be looked for.,prices,improve,up,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860716/1920120901/0238.xml,1920-12-09,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,up,down,CPI,0.0,True,,12.0,default,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"the worst is ovr in falling prices, and brighter days are ahead for the merchant and producer.",general_business,improve,stable,na,vague,assertive,expert,na,national,True,na,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860716/1920120901/0238.xml,1920-12-09,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,improve,flat,INDPRO,0.0,True,,12.0,default,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
by next April the present recession in business will have ended and an upward movement will begin.,general_business,improve,na,na,6,assertive,expert,Harvard University committee on economic research,national,True,na,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860716/1920120901/0238.xml,1920-12-09,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,improve,worsen,INDPRO,0.0,True,,6.0,stated,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"the out!o""k for the next three to six months is the inauguration of price recessions among the basic commodtries heretofore unaffected, the extension of price revision* to retail markets, an increase in the number of business failures, easier money as the result of the release of credit by liquidation in commodity markets, and an increase of security prices.",prices,worsen,down,na,6,assertive,expert,Harvard University committee on economic research,national,True,na,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860716/1920120901/0238.xml,1920-12-09,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,down,down,CPI,1.0,True,,6.0,stated,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"the recession of business, now in progress, will terminate by April. 1921.",general_business,improve,na,na,6,assertive,expert,Harvard University committee on economic research,national,True,na,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860716/1920120901/0238.xml,1920-12-09,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,improve,worsen,INDPRO,0.0,True,,6.0,stated,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
The recessions in prices are aboui over.,prices,improve,stable,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860716/1920120901/0238.xml,1920-12-09,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,flat,down,CPI,0.0,True,,12.0,default,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"Then we may look for stablization ""f prices and a new era of business prosperity and wealth production.",general_business,improve,stable,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/mthi/batch_mthi_bison_ver01/data/sn84024808/00295860716/1920120901/0238.xml,1920-12-09,"great falls daily tribune (great falls, mont.) 1895-1921",full_page,improve,flat,INDPRO,0.0,True,,12.0,default,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Recent developments In financial nnd commercial .circles have convinced leaders In both houses that effectlvo legislation to correct alleged abuses can bo passwl without causing any disturbance to business conditions.,general_business,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/az/batch_az_datura_ver01/data/sn84024827/00211105471/1914011301/0097.xml,1914-01-13,"bisbee daily review (bisbee, ariz.) 1901-1971",full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,138.6961,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tbe consumer will pay just aa much for clothing, hosiery, gloves for everything else that be buys.",prices,no_change,stable,na,vague,assertive,journalist,na,national,False,if manufactured goods from abroad come in at lower duties,/service/ndnp/pst/batch_pst_mateer_ver01/data/sn84026497/0021247793A/1913122401/1072.xml,1913-12-24,"the forest republican (tionesta, pa.) 1869-1952",full_page,flat,flat,CPI,1.0,True,,12.0,default,,,,,,,,,,,,,155.4031,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Banks have passed through the week with a fairly steady money market, but the crop movement is heavy, and there is little chance for a change toward easier money in the near future.",markets,no_change,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_romeo_ver02/data/sn84026749/100492659/1907101301/0458.xml,1907-10-13,the washington times (washington [d.c.]) 1902-1939,full_page,flat,worsen,NBER,0.0,True,,6.0,inferred_short,,,,,,,,,,,,,57.30847,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The President's visitors were confident that the worst of the financial scare is past, that normal conditions are fast returning, and that the public mind is becoming settled in the conviction that there will be no ioug-continued depression,",general_business,improve,na,na,vague,assertive,expert,J. Pierpont Morgan and William Jennings Bryan,national,True,na,/service/ndnp/dlc/batch_dlc_romeo_ver02/data/sn84026749/100492696/1907112401/0703.xml,1907-11-24,the washington times (washington [d.c.]) 1902-1939,full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,63.27158,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Traders were surprised at the continued strength of the market and preuicted reactions,markets,worsen,down,na,vague,assertive,layperson,na,national,False,na,/service/ndnp/dlc/batch_dlc_romeo_ver02/data/sn84026749/100492738/1907120801/0241.xml,1907-12-08,the washington times (washington [d.c.]) 1902-1939,full_page,worsen,worsen,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,85.79974,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"while there may be further <oclines in prices, the large line of orders at limits slightly below present prices are a bar to a serious decline and an assurance of a g«od market.",markets,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_romeo_ver02/data/sn84026749/100492738/1907120801/0241.xml,1907-12-08,the washington times (washington [d.c.]) 1902-1939,full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,85.79974,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The dally sales are increasing and the prospecis are certainly better.,markets,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_romeo_ver02/data/sn84026749/100492738/1907120801/0241.xml,1907-12-08,the washington times (washington [d.c.]) 1902-1939,full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,85.79974,1,0,0,0,0,0,0,0,0,0,0,0,0,1
the time is approaching when currency payments will be generally resumed all over the oomimAeArvy,other,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_romeo_ver02/data/sn84026749/100492738/1907120801/0241.xml,1907-12-08,the washington times (washington [d.c.]) 1902-1939,full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,85.79974,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"“Everything is on the uplift. The outlook 1s excellent. The spirit shown by everyone is hopeful, helpful, and encouraging.”’",general_business,improve,na,na,vague,assertive,official,Oscar S. Straus,national,True,na,/service/ndnp/dlc/batch_dlc_romeo_ver02/data/sn84026749/100492738/1907120801/0241.xml,1907-12-08,the washington times (washington [d.c.]) 1902-1939,full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,85.79974,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mr. Straus believes the depression has passed its worst point, and (hat the upgrade has been reached.",general_business,improve,na,na,vague,assertive,official,Oscar S. Straus,national,True,na,/service/ndnp/dlc/batch_dlc_romeo_ver02/data/sn84026749/100492738/1907120801/0241.xml,1907-12-08,the washington times (washington [d.c.]) 1902-1939,full_page,improve,worsen,NBER,0.0,True,,12.0,default,,,,,,,,,,,,,85.79974,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The progressive cheapening of money in England is being felt here, and will be felt still more.",markets,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_tango_ver02/data/sn84026749/100492556/1908030601/0385.xml,1908-03-06,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,101.9826,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The very best information which is to be had in finaneial and Government circles indicates that resumption is going to be faster than ever before was known following a period of severe depression.,general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_tango_ver02/data/sn84026749/100492556/1908030601/0385.xml,1908-03-06,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,101.9826,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"But the restoration of normal conditions is making excellent progress, and under the stimulus of cheaper money will proceed still faster.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_tango_ver02/data/sn84026749/100492556/1908030601/0385.xml,1908-03-06,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,101.9826,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"With a good ercp outlook still contivuing, a month hence there can be little doubt that tremendous -trides will have been made toward restoration of the commercial conditions which prevailed before the flurry of Oe tober.",general_business,improve,na,na,1,assertive,journalist,na,national,False,good ercp outlook still contivuing,/service/ndnp/dlc/batch_dlc_tango_ver02/data/sn84026749/100492556/1908030601/0385.xml,1908-03-06,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,101.9826,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"PROSPERITY SURE, SAYS PRESIDENT",general_business,improve,na,na,vague,assertive,official,Roosevelt,national,True,na,/service/ndnp/dlc/batch_dlc_sierra_ver02/data/sn84026749/100492635/1908051101/0015.xml,1908-05-11,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,86.62927,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"President Roosevelt today expressed the utmost confitence in the return of prosperity and ir: an address to a del egation representing the National Pros perity Assceiation, assured his hearers that the wowk mapped out for the fu ture by the Administration contains no menace {oo Husiness.",general_business,improve,na,na,vague,assertive,official,Roosevelt,national,True,na,/service/ndnp/dlc/batch_dlc_sierra_ver02/data/sn84026749/100492635/1908051101/0015.xml,1908-05-11,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,86.62927,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The crops are vnquestionably forward, and from ail cactiens of the country comes the presage of an abundant harvest.",other,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_sierra_ver02/data/sn84026749/100492635/1908051101/0015.xml,1908-05-11,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,default,,,,,,,,,,,,,86.62927,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I am distressed not only because your action in refusing to mine coal upon the terms which you had accepted may result in great suffering in many households during the coming winter and interfere with the continuation of industrial activity, which is the basis of the properity wdch you in common wit the bal4n'e of your people have been enjoying",general_business,worsen,na,na,6,hedged,official,Woodrow Wilson,national,True,continued strike,/service/ndnp/dlc/batch_dlc_akita_ver02/data/sn84026749/0028076470A/1920073101/0837.xml,1920-07-31,the washington times (washington [d.c.]) 1902-1939,full_page,worsen,worsen,INDPRO,1.0,True,,6.0,stated,5.8509797724399455,15.699017596890858,-9.848037824450913,,21.893491124260375,0.8092115784423441,,,-14.353163361661947,-17.31996353691887,4.567430142160703,-20.36874451273047,83.86132,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"With a sane settlement of present labor troubles and the restoration of the old-time efficiency of labor, and the stabilisation which it is hoped the forthcoming rate decision of the Interstate Commerce Commission, together with more scientific administration and less stock juggling in railroad management, will bring about. the business outlook for this country will be extremely bright.",general_business,improve,na,na,vague,assertive,official,John Skelton Williams,national,True,labor settlement and stabilization,/service/ndnp/dlc/batch_dlc_akita_ver02/data/sn84026749/0028076470A/1920073101/0837.xml,1920-07-31,the washington times (washington [d.c.]) 1902-1939,full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,5.8509797724399455,15.699017596890858,-9.848037824450913,,21.893491124260375,0.8092115784423441,,,-14.353163361661947,-17.31996353691887,4.567430142160703,-20.36874451273047,83.86132,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"prosperity, to last a long time, is just ahead of us.",general_business,improve,na,na,vague,assertive,expert,Judge Gary,national,True,na,/service/ndnp/dlc/batch_dlc_yorkie_ver01/data/sn84026749/00280764747/1920123101/0560.xml,1920-12-31,the washington times (washington [d.c.]) 1902-1939,full_page,improve,flat,INDPRO,0.0,True,,12.0,default,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
The turn of the tide In deelin Ing prices and liquidation in very near.,prices,improve,stable,na,vague,assertive,expert,Charles H. Sabin,national,True,na,/service/ndnp/dlc/batch_dlc_yorkie_ver01/data/sn84026749/00280764747/1920123101/0560.xml,1920-12-31,the washington times (washington [d.c.]) 1902-1939,full_page,flat,down,CPI,0.0,True,,12.0,default,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
"Until all realize the necessity of restoringr pre-war levels, production will be ritarded.",general_business,worsen,na,na,vague,assertive,expert,Le. G. Kauffman,national,True,Until all realize the necessity of restoring pre-war levels,/service/ndnp/dlc/batch_dlc_yorkie_ver01/data/sn84026749/00280764747/1920123101/0560.xml,1920-12-31,the washington times (washington [d.c.]) 1902-1939,full_page,worsen,flat,INDPRO,0.0,True,,12.0,default,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Our deflation will tie ut great help toward meeting international trade comzpetition.,general_business,improve,na,na,vague,assertive,expert,Le. G. Kauffman,national,True,na,/service/ndnp/dlc/batch_dlc_yorkie_ver01/data/sn84026749/00280764747/1920123101/0560.xml,1920-12-31,the washington times (washington [d.c.]) 1902-1939,full_page,improve,flat,INDPRO,0.0,True,,12.0,default,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Mut credit conditions should be more satisfactory dur Ing 19711 than lin IMO,markets,improve,na,na,12,hedged,expert,James S. Alexander,national,True,na,/service/ndnp/dlc/batch_dlc_yorkie_ver01/data/sn84026749/00280764747/1920123101/0560.xml,1920-12-31,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,STOCK,1.0,True,,12.0,stated,-6.185034169873086,-4.713019132057862,-1.4720150378152246,,9.944751381215454,-13.885638080722863,,,-21.264994547437293,-31.758034026465026,3.9777677786519057,-36.61106233538191,81.08698,1,1,1,1,0,1,1,0,0,1,1,1,1,1
